date,price in usd per troy oz,price in eur per troy oz,price in jpy per troy oz,price in gbp per troy oz,price in cad per troy oz,price in chf per troy oz
2/1/1999,286.9,253.8,"33,025.00",174.9,432.6,408.4
2/2/1999,288.6,254.1,"32,476.30",175.3,436.5,406.7
2/3/1999,286.9,252.8,"32,203.20",175.1,433.9,404.5
2/4/1999,287.3,254.4,"32,235.20",175.4,429.6,407.2
2/5/1999,289.4,256.4,"32,687.70",176.6,430.7,410.1
2/8/1999,288.9,256.8,"32,845.10",176.9,429.6,410.5
2/9/1999,287,254,"32,827.10",175.3,428.8,406.6
2/10/1999,288.2,254.6,"33,004.70",176.9,430.3,406.4
2/11/1999,287.3,254.3,"32,838.40",176.8,427.4,406.6
2/12/1999,289.2,256.4,"33,051.30",177.5,431.9,409.3
2/15/1999,289.2,257.4,"33,409.80",177.6,431.8,411.2
2/16/1999,285.3,255.2,"33,715.30",174.7,427.7,408
2/17/1999,285.8,254.4,"33,974.20",174.7,428.1,406.5
2/18/1999,285.7,254.6,"34,232.60",174.9,425.2,406.9
2/19/1999,286.4,258.1,"34,513.80",175.7,427.1,412.9
2/22/1999,287.2,260.3,"34,558.80",177,428.9,416.4
2/23/1999,286.7,261.1,"34,746.60",177.9,429.6,416.2
2/24/1999,287.4,262.4,"35,028.30",179.8,430.9,417.8
2/25/1999,286.5,259.2,"34,402.60",178.6,430.8,412.8
2/26/1999,287.1,261.5,"34,058.50",179.2,433.3,416
3/1/1999,286.7,262.2,"34,239.10",178.3,435.8,417.4
3/2/1999,288.3,263.8,"34,672.20",178.4,438.4,420.2
3/3/1999,286,261.9,"34,692.90",176.8,436.9,416.1
3/4/1999,287.7,265.7,"35,502.20",178.9,438.9,422.5
3/5/1999,287.9,265.3,"35,201.50",178.9,436.3,422.4
3/8/1999,289.5,266,"35,297.30",180.1,438.4,423.8
3/9/1999,293,269.1,"35,555.30",181.4,444.2,429.1
3/10/1999,291.8,266.4,"34,976.60",179.3,443.9,426.1
3/11/1999,294,271.4,"35,300.60",180.7,447.5,432.7
3/12/1999,292.5,267.3,"34,866.00",179,445.6,427.3
3/15/1999,289.7,264.7,"34,203.40",178.6,442.9,423.8
3/16/1999,283,259.4,"33,357.20",174.2,432.6,414.9
3/17/1999,284.7,258.6,"33,714.20",174.7,432.8,413.2
3/18/1999,283.7,258.2,"33,409.90",174,430.5,412.5
3/19/1999,283.7,259.7,"33,228.40",174.1,430.4,414.8
3/22/1999,284.3,260.7,"33,527.50",174.7,428.9,416.4
3/23/1999,284.1,260.7,"33,518.10",174.1,428.2,415.3
3/24/1999,284.3,260.3,"33,426.40",173,427.4,414.3
3/25/1999,283.4,260.7,"33,478.00",173.7,428,416
3/26/1999,279.8,260.7,"33,601.20",172.7,423.5,415.5
3/29/1999,280.2,261.4,"33,536.70",173.1,423.7,416.6
3/30/1999,279.6,259.8,"33,675.00",173.3,422.9,415
3/31/1999,279.5,258.9,"33,095.30",173.1,422.8,413.6
4/1/1999,280.6,259.5,"33,534.10",174.8,422.1,414.2
4/2/1999,280.6,260.1,"33,827.30",174.9,420.2,415.3
4/5/1999,280.6,261.7,"34,206.00",175.2,419.8,418.2
4/6/1999,278.5,258.8,"33,712.40",175.2,419,413.1
4/7/1999,280.2,259.5,"33,931.80",175.6,420.3,414.1
4/8/1999,281,259.4,"33,981.30",174.5,420.9,413.6
4/9/1999,280.6,260.4,"33,979.20",174.8,421.9,416.7
4/12/1999,283.2,261.1,"34,022.20",175.4,423.1,418.5
4/13/1999,283.5,262.7,"34,066.40",175.3,421.9,421.2
4/14/1999,283.4,262.1,"33,648.10",175.2,423.2,420.6
4/15/1999,283.7,264.4,"33,785.50",175.9,423.2,424.6
4/16/1999,284.2,265.5,"33,565.40",176.1,422.6,425.5
4/19/1999,284.2,267.8,"33,552.70",176.3,421.3,428.8
4/20/1999,284.4,266.8,"33,625.80",175.9,423.1,427.4
4/21/1999,283.3,267,"33,933.40",176.3,421.9,427.3
4/22/1999,283.4,267.4,"33,893.20",175.9,419.8,428
4/23/1999,283.3,266.1,"33,824.60",175.2,418.2,426.3
4/26/1999,281.5,265.5,"33,485.80",174.5,416.8,425.6
4/27/1999,281.1,263.9,"33,775.20",173.9,415.8,423.7
4/28/1999,283,266.2,"33,720.90",175.2,417.9,428
4/29/1999,283,267.2,"33,712.40",175.6,415.3,429.9
4/30/1999,286.6,270.9,"34,210.00",178,417.4,436.4
5/3/1999,286.6,271.2,"34,427.80",178,417.5,436.8
5/4/1999,285.3,268.9,"34,501.30",176.1,414.5,432.4
5/5/1999,286,267.8,"34,620.30",175.8,416.4,429.9
5/6/1999,288,267.1,"34,780.00",175.8,418.5,428.9
5/7/1999,282.4,261.8,"34,087.10",172.8,411.9,420.9
5/10/1999,278,257.3,"33,543.50",170.4,405.9,413.8
5/11/1999,279.5,260.5,"33,805.10",172.4,406,419
5/12/1999,277.6,260,"33,555.80",171.4,404.6,417.1
5/13/1999,277.9,261.4,"33,806.00",171.6,405.7,418.8
5/14/1999,276,257.9,"33,689.90",170.3,403.5,413.5
5/17/1999,276.1,258.6,"34,004.50",170.4,403,414.4
5/18/1999,275.1,257.9,"33,887.50",169.7,401.4,413.3
5/19/1999,272.5,255.7,"33,938.50",168.4,399.8,409.4
5/20/1999,274,257.9,"34,007.50",170.1,401.7,413.5
5/21/1999,273.3,258.9,"33,864.60",170.7,398.8,415.5
5/24/1999,272.2,257.5,"33,703.80",170.6,396.2,412.6
5/25/1999,271.7,256.1,"33,343.00",169.7,396.4,408.5
5/26/1999,269.5,257.2,"32,844.00",168.8,397.1,409.7
5/27/1999,269,257.2,"32,786.30",168.4,397,409.6
5/28/1999,268.6,256.9,"32,452.20",167.6,395.4,409.2
5/31/1999,268.6,257.6,"32,714.10",167.5,396.6,409.8
6/1/1999,266.9,255,"32,191.40",165.9,395.9,406.1
6/2/1999,267.2,257.9,"32,281.10",166,395.6,410.6
6/3/1999,264.8,255.7,"32,172.40",165,391.3,407
6/4/1999,265.3,257.5,"32,316.20",165.2,389.9,408.6
6/7/1999,265.6,257.9,"32,161.50",165.7,390.6,409.4
6/8/1999,262.4,251.6,"31,500.30",163.6,385.9,400.4
6/9/1999,261.3,250.5,"31,089.50",163.3,384.9,398.6
6/10/1999,258.6,246.5,"30,746.20",161.3,377.8,393.9
6/11/1999,259.7,247.5,"30,669.30",161.4,379.2,395.2
6/14/1999,260.4,249.5,"31,346.10",161.8,379.9,397.7
6/15/1999,260,249.6,"31,354.70",163.1,379.7,398.1
6/16/1999,258.7,250.8,"31,112.60",162.7,377.5,400.3
6/17/1999,258.2,250.2,"30,887.60",162.2,376.9,399.3
6/18/1999,259,249.3,"31,261.70",162.6,379.3,398.7
6/21/1999,259.3,251.3,"31,681.30",163.4,381.6,401.1
6/22/1999,258.6,250.9,"31,497.80",162.8,379.9,400.4
6/23/1999,259.2,251.3,"31,607.20",164.3,382.1,401.2
6/24/1999,260.2,251.5,"31,802.00",164.5,383.1,401.8
6/25/1999,260.7,249.1,"31,664.60",164.1,382,398.1
6/28/1999,260.3,250.9,"31,557.40",164.6,382.3,401.3
6/29/1999,262,253.4,"31,695.50",165.8,386.8,405.9
6/30/1999,261,253.1,"31,591.40",165.6,386.3,405.8
7/1/1999,262.6,256.3,"31,732.60",166.5,385.8,411.5
7/2/1999,263.1,257.4,"31,882.40",166.9,385.7,413.4
7/5/1999,261.8,255.9,"32,023.40",166.2,383.1,410.7
7/6/1999,257.6,251.3,"31,445.20",164.3,378.6,402.9
7/7/1999,257.1,251.5,"31,412.50",164.9,378.1,403.2
7/8/1999,257.2,252.7,"31,570.00",165.1,378.1,405.5
7/9/1999,257.3,252.5,"31,483.20",165.7,378.8,405.8
7/12/1999,256,252.5,"31,299.80",164.5,379.4,405.6
7/13/1999,254.7,250.2,"30,898.00",163.6,377.7,401.4
7/14/1999,255.3,250.1,"30,795.90",163.4,378.2,401.5
7/15/1999,253.3,247.2,"30,494.80",161.5,375.1,397
7/16/1999,255.7,250.2,"30,918.30",163.3,379.1,402
7/19/1999,254,249.6,"30,267.00",162.7,379.1,400.7
7/20/1999,252.8,242.8,"30,166.60",160.9,376.9,389.8
7/21/1999,254.5,242.4,"30,123.90",161.7,382,389.2
7/22/1999,254,242,"29,821.40",160.4,381.6,389
7/23/1999,255.3,243.9,"29,713.10",162,384.4,391.6
7/26/1999,253.5,237.9,"29,459.20",159.2,383,381.6
7/27/1999,254.6,239.6,"29,639.30",160.3,385.4,383
7/28/1999,254.1,239.4,"29,526.40",160,383.9,383.1
7/29/1999,253.9,237,"29,239.10",157.5,383.3,378.3
7/30/1999,255.6,238.8,"29,333.90",157.8,383.6,381.6
8/2/1999,255.4,239.5,"29,264.40",158.2,385.1,382.9
8/3/1999,256,240.1,"29,459.20",158.5,382.6,383.8
8/4/1999,255.9,237.7,"29,236.00",157.6,381.5,380.4
8/5/1999,256,237,"29,152.00",158.2,382.8,379
8/6/1999,255.8,237.2,"29,284.70",158.2,383.9,379.6
8/9/1999,256.5,239.7,"29,605.20",159.9,385.4,383.9
8/10/1999,256.5,239,"29,392.30",159,384.8,382.6
8/11/1999,257.8,241.8,"29,717.30",160.1,384.6,387.3
8/12/1999,260.3,244.5,"30,112.80",161.8,386.2,391.7
8/13/1999,260.5,246.5,"30,186.20",162.3,384.7,395.1
8/16/1999,259,245.1,"29,717.70",161.5,383.7,392.6
8/17/1999,259.7,247.1,"29,670.20",162.3,383.8,395.7
8/18/1999,261.3,248,"29,299.50",162.8,387.1,396.9
8/19/1999,258,242.8,"28,759.30",159.5,383.7,388
8/20/1999,258.3,242.5,"28,762.60",159.7,386.1,387.5
8/23/1999,255.9,241.9,"28,589.10",158.9,382.4,386.4
8/24/1999,253.4,240.8,"28,273.10",158.6,379,385.5
8/25/1999,252.9,241.8,"28,049.90",159.2,378.2,387.3
8/26/1999,253.2,242.8,"28,266.70",159.6,380.5,388.8
8/27/1999,253.8,242.8,"28,349.50",159.8,379.2,388.8
8/30/1999,253.8,242.9,"28,204.80",159.9,378.3,389.3
8/31/1999,254.8,241.2,"27,937.50",158.5,380.2,386.1
9/1/1999,254.7,240.4,"27,857.80",158.8,379,385
9/2/1999,254.2,237.4,"27,729.40",157.8,379.9,379.1
9/3/1999,254.4,239.9,"28,031.10",158.5,379.3,383.6
9/6/1999,254.6,240.7,"27,938.50",158.7,379.5,384.9
9/7/1999,255.6,241.2,"28,329.40",159.1,381.2,385.7
9/8/1999,256.2,241.7,"28,425.00",158.1,381.1,386.7
9/9/1999,256.9,243.2,"27,873.60",157.6,380.3,389.3
9/10/1999,256,244.5,"27,808.00",157.7,377.5,392.2
9/13/1999,256.3,246.7,"27,222.90",159.3,377.1,396.1
9/14/1999,256.8,246.2,"27,055.00",159.8,378.6,394.8
9/15/1999,257.2,247.4,"26,825.90",159.5,379.1,396.8
9/16/1999,255.9,246,"26,810.60",157.6,378,394.3
9/17/1999,255.1,245.2,"27,266.40",157.2,375.9,393.3
9/20/1999,255.4,245.3,"27,283.10",157.5,376.7,393.9
9/21/1999,258.9,247.1,"27,038.20",158.7,380.7,396.3
9/22/1999,263.4,250.8,"27,350.10",160.8,387.3,402
9/23/1999,264.4,253.4,"27,497.70",161.3,389.4,406.1
9/24/1999,270,258,"28,086.80",164.4,398.4,413
9/27/1999,281.1,269.2,"29,864.10",170.9,413.2,431.3
9/28/1999,301.5,287.1,"32,029.90",182.8,441.4,459.9
9/29/1999,307,289.4,"32,727.70",186.8,449.4,463.2
9/30/1999,299,280.8,"31,834.50",181.6,439.4,448.7
10/1/1999,307.5,287.4,"32,313.60",185.7,452,458.7
10/4/1999,312.8,292.3,"33,271.90",189.1,460.4,465.4
10/5/1999,325.5,304.7,"34,841.50",196.9,478,485.2
10/6/1999,318.3,297.2,"34,218.20",192.1,467.9,473.1
10/7/1999,323.5,301.4,"34,813.50",195.7,475.7,480.2
10/8/1999,323.3,304.2,"34,713.80",195.5,476.2,485
10/11/1999,317.8,298.6,"33,911.90",192.3,467.8,476.4
10/12/1999,320.3,298.5,"34,034.60",193.6,472.6,475.7
10/13/1999,321.8,299,"34,565.60",194.7,476.2,475.7
10/14/1999,321,297.7,"34,335.80",193.7,475.3,473.6
10/15/1999,315.8,290.1,"33,344.80",189.1,469.5,460.7
10/18/1999,311.8,287.4,"32,757.10",186.8,465.4,456.5
10/19/1999,309.5,286.7,"32,697.10",185.4,461.4,456.2
10/20/1999,307,284.9,"32,514.40",184.2,457,453.4
10/21/1999,302.9,280.2,"32,111.20",180.7,450.1,446.2
10/22/1999,302.4,282.8,"32,004.50",181.8,446.8,452
10/25/1999,302,282.9,"31,781.00",181.7,445.8,452.2
10/26/1999,296.4,279.9,"31,105.70",179.2,436.2,448
10/27/1999,290.6,276,"30,276.20",176.4,427.9,441.2
10/28/1999,296.3,281.7,"31,045.50",180.7,436.2,451.8
10/29/1999,299.1,284.6,"31,214.10",182.3,440,455.7
11/1/1999,291.4,277.7,"30,424.20",177.4,427.4,445.4
11/2/1999,290.8,277.1,"30,271.40",176.6,426.9,445.5
11/3/1999,291,277.7,"30,563.70",177,427.1,446.4
11/4/1999,290.6,278.2,"30,379.30",177.3,425.8,448.5
11/5/1999,289.7,278.2,"30,803.80",178.4,422.8,449.1
11/8/1999,288.3,277.9,"30,505.50",178.3,423,447.6
11/9/1999,290.8,279.5,"30,549.10",179.3,427.9,449.5
11/10/1999,295.8,283.4,"30,956.20",181.9,435,455.6
11/11/1999,296,284.5,"31,050.40",182.4,433.7,457.5
11/12/1999,291.3,282.3,"30,622.00",180.5,425.8,453.3
11/15/1999,290.9,282.2,"30,531.40",179.6,425.9,453.1
11/16/1999,294.3,285.5,"31,178.70",181.9,432.1,458.1
11/17/1999,293.7,282.6,"30,990.30",180.7,430.6,452.8
11/18/1999,293.6,284.6,"31,042.30",181.6,429.7,456.3
11/19/1999,293.8,285.4,"31,181.60",181.6,429.8,457.5
11/22/1999,294.9,285.5,"30,901.10",181.9,431.1,457.1
11/23/1999,297.3,288.8,"30,955.60",182.8,435.6,462.4
11/24/1999,297.5,291.8,"31,108.10",184.4,436.8,466.8
11/25/1999,298.4,292.7,"31,138.00",184.8,438.2,468.5
11/26/1999,296.9,293.4,"30,303.90",184.9,435.5,470.1
11/29/1999,292.3,290.4,"29,786.10",182.5,431.1,465.6
11/30/1999,291.4,289.4,"29,771.60",182.9,429.2,463.5
12/1/1999,289.2,286.9,"29,555.50",181,426.3,459.5
12/2/1999,286,285,"29,355.00",178.9,422.9,456.1
12/3/1999,282.8,282.4,"28,962.10",176.6,418.6,450.6
12/6/1999,276.1,270,"28,492.10",170.7,407.5,431.4
12/7/1999,279.3,273,"28,614.70",172,411.8,436.9
12/8/1999,281,274.2,"28,977.20",172.8,415.8,439.1
12/9/1999,279,274.1,"28,688.20",171.8,411.7,438.4
12/10/1999,280.7,276.1,"28,711.90",173,415,441.5
12/13/1999,279.5,276.3,"28,836.00",172.2,413.8,442.6
12/14/1999,279.3,277.7,"28,930.30",172.9,413.6,444.6
12/15/1999,280.1,279.1,"28,975.40",174.2,415.8,446.5
12/16/1999,280.3,275.3,"28,856.90",173.8,414,441.2
12/17/1999,284.2,281.5,"29,361.20",176.6,420,450.9
12/20/1999,284.3,281.9,"29,213.80",177.1,420.9,451.2
12/21/1999,282.8,280.3,"28,861.70",175.6,418.4,448.4
12/22/1999,285.8,283.5,"29,022.20",177.8,422.1,453.6
12/23/1999,287.3,282.9,"29,252.90",177.8,423.8,453.4
12/24/1999,287.3,282.9,"29,252.90",177.8,423.8,453.4
12/27/1999,287.3,283.9,"29,324.70",177.6,420.4,456.2
12/28/1999,287.3,285.2,"29,349.10",177.9,417.5,458.2
12/29/1999,290.9,289.5,"29,677.60",179.9,421.9,464.7
12/30/1999,290.3,289.6,"29,708.50",180.1,421.2,464.6
12/31/1999,290.3,289.6,"29,708.50",180.1,421.2,464.6
1/3/2000,290.3,285.9,"29,443.00",178.8,419.2,459.1
1/4/2000,281.5,273.3,"28,990.30",172.1,408.2,438.3
1/5/2000,280.5,271.3,"29,128.90",171.1,407.6,435.3
1/6/2000,279.4,270,"29,406.80",169.6,407.2,433.5
1/7/2000,282.1,274.2,"29,747.40",172.2,411.2,440.7
1/10/2000,281.6,274.3,"29,668.00",172,409.8,441.4
1/11/2000,282.3,274.1,"29,855.00",171.4,411.2,441.2
1/12/2000,282.3,274.8,"29,873.30",171.5,410.9,442.3
1/13/2000,282.1,274.6,"29,956.20",171.1,409.1,442.8
1/14/2000,283.3,279.8,"30,035.40",173.2,411,451.9
1/17/2000,285.4,283,"29,901.80",174.9,414.2,456.8
1/18/2000,285.8,282.7,"30,150.50",174.5,414.2,456.5
1/19/2000,287.7,284.8,"30,417.50",175.4,417.4,459.7
1/20/2000,288.1,285.4,"30,381.60",174.8,416.7,460.2
1/21/2000,287.8,285.8,"30,177.80",174.3,415.4,460.4
1/24/2000,287.2,286.5,"30,332.60",173.8,414.1,462.3
1/25/2000,288,286.1,"30,480.50",174.6,414.5,462
1/26/2000,285.9,285.6,"30,283.90",174.3,411.2,460.5
1/27/2000,285.6,288.9,"29,981.30",174.4,409.4,466.2
1/28/2000,286.8,292.6,"30,300.90",177.1,413.4,471.9
1/31/2000,283.3,289.6,"30,325.80",174.8,410.5,465.7
2/1/2000,283,290.9,"30,535.70",175.2,409.6,467.9
2/2/2000,285.6,293.8,"30,963.30",178.1,413.3,473.2
2/3/2000,285.1,289.6,"30,841.00",177.9,410.7,465.5
2/4/2000,293.7,299.7,"31,517.40",184.9,424,482
2/7/2000,312.7,319.7,"33,896.70",196.7,452,513.4
2/8/2000,296.3,300.3,"32,426.00",183.9,428.4,483.1
2/9/2000,308.6,311.8,"33,691.40",191.6,445.6,501.7
2/10/2000,309,313.6,"33,531.10",192.4,447.8,503.5
2/11/2000,311.5,316.1,"33,927.00",195.3,452.1,507.4
2/14/2000,308.4,314.6,"33,516.10",194,448.2,505.5
2/15/2000,304.3,309.4,"33,078.10",190.5,443.4,496.8
2/16/2000,302.5,307.5,"33,126.80",188.8,439.4,493.2
2/17/2000,304.8,309.1,"33,629.20",189.7,443.2,495.8
2/18/2000,303.6,308.1,"33,631.80",190.1,440.2,494.3
2/21/2000,305.3,309.2,"33,989.60",191,443.8,496
2/22/2000,302.3,300.2,"33,442.50",187.2,441.8,482.5
2/23/2000,302,300.9,"33,553.70",188.2,442,484.7
2/24/2000,298.8,299.9,"33,171.70",186.6,435.9,482.8
2/25/2000,294,300.4,"32,619.30",184.4,426.9,483.4
2/28/2000,292.5,302.5,"31,879.60",184,424.5,486.1
2/29/2000,293.7,305,"32,258.90",186,426.1,489.9
3/1/2000,292.9,302.6,"31,492.60",184.9,424.6,486.1
3/2/2000,289.9,300,"31,222.20",183.5,421.1,482.3
3/3/2000,288.5,300,"31,035.40",182.4,418.8,482.2
3/6/2000,288.8,300.4,"31,070.50",183.6,420,483.1
3/7/2000,289.8,302.6,"30,941.00",183.3,421.1,486.4
3/8/2000,291.2,304.2,"31,139.50",184,425.3,488.5
3/9/2000,290.5,299.8,"30,858.40",183.6,423.4,481.9
3/10/2000,290.3,300.9,"30,860.80",183.9,423.4,484.1
3/13/2000,290.7,300.6,"30,622.90",184.1,424.3,484.4
3/14/2000,288.8,299.9,"30,308.60",183.8,422.4,483.4
3/15/2000,289.2,298.4,"30,486.50",183.9,424,481
3/16/2000,287.4,295.3,"30,354.20",182.2,423,475.8
3/17/2000,283.9,293.2,"30,123.20",180.6,418.4,472.5
3/20/2000,285.8,294.7,"30,456.70",182.5,419.8,475.4
3/21/2000,285.2,293.6,"30,481.10",180.8,418.5,473
3/22/2000,287.8,299.3,"30,777.30",183.6,423.1,481.8
3/23/2000,284.8,293.4,"30,600.70",180,418.9,469.9
3/24/2000,284.9,293.2,"30,514.50",179.3,417.5,466.6
3/27/2000,284.2,292.8,"30,345.80",178.6,414.2,465.6
3/28/2000,280.7,290.2,"29,737.70",177,408.3,461.7
3/29/2000,279.8,293.5,"29,529.00",176.5,407,467.3
3/30/2000,275.8,288.6,"29,042.00",173,402.1,459.3
3/31/2000,276.8,289.2,"28,384.90",173.5,401.8,460.2
4/3/2000,277.5,290.2,"29,073.70",173.9,403.3,460.1
4/4/2000,276.9,290,"29,256.10",173.5,402.3,459
4/5/2000,281.3,291.3,"29,570.20",176.8,409.4,459.3
4/6/2000,279.4,291.3,"29,289.80",176.5,405.4,457.2
4/7/2000,280.2,292.3,"29,516.60",177,408.4,460.4
4/10/2000,282.3,294.1,"30,135.80",178.3,411.7,463.5
4/11/2000,282.5,293.4,"30,216.20",177.9,413.7,461.5
4/12/2000,280.4,292.7,"29,694.40",176.7,410,460.7
4/13/2000,281.4,294.5,"29,801.70",177.1,412,463.5
4/14/2000,282,295,"29,570.50",177.7,415.8,463.1
4/17/2000,281.8,295.1,"29,372.40",177.6,418.1,463
4/18/2000,281.1,296.1,"29,338.40",178.2,416.6,465.7
4/19/2000,281.4,299.1,"29,422.20",178.1,415.1,470.1
4/20/2000,279.9,297.9,"29,487.80",177.1,412,468.4
4/21/2000,279.9,297.9,"29,487.80",177.1,412,468.4
4/24/2000,279.9,297.8,"29,504.60",177.1,413.1,467.6
4/25/2000,279.5,301.4,"29,548.70",176.9,411.3,474.1
4/26/2000,276.2,299.1,"29,422.20",174.7,407.3,470.5
4/27/2000,276,302.8,"29,362.30",175.2,408.3,475.7
4/28/2000,275.1,301.8,"29,726.00",175.8,407.5,473.2
5/1/2000,275.1,302.8,"29,940.60",177.1,406.5,473.1
5/2/2000,275.5,303.4,"29,992.40",176.4,409.2,472.5
5/3/2000,275.6,309.1,"30,058.30",176.4,410.5,477.3
5/4/2000,280,313.8,"30,255.40",181.3,419.4,485.4
5/5/2000,280.8,314.5,"30,490.90",183.8,419.8,487.4
5/8/2000,277.9,310.9,"30,248.00",181.7,414.3,481.2
5/9/2000,276.3,306.2,"30,241.00",180.3,413.3,475.6
5/10/2000,277.6,304.6,"30,384.70",182.5,414.9,474.8
5/11/2000,276.8,306.2,"30,052.30",184.3,412.3,476.2
5/12/2000,276.7,305.1,"30,095.40",182.5,411,473.9
5/15/2000,275.1,300.1,"30,115.20",181.6,409.8,467.2
5/16/2000,276,304.9,"30,299.30",184.4,409.9,473.6
5/17/2000,273.1,306.5,"29,897.60",183.2,408.8,474.8
5/18/2000,272.8,305.3,"29,695.60",184.2,409.7,474.7
5/19/2000,273.2,306,"29,203.80",184,408,475.1
5/22/2000,274,303.1,"29,359.10",183.5,410.3,470.5
5/23/2000,274.1,301.6,"29,231.50",185.4,410.9,471.3
5/24/2000,273.7,301.6,"29,370.70",185.9,412.6,471.9
5/25/2000,273.4,301.4,"29,419.30",185.7,411.7,469.9
5/26/2000,271.3,293,"29,012.80",182.8,407.7,458.4
5/29/2000,271.3,292.4,"29,076.60",182.1,406.9,458.5
5/30/2000,273.2,292.9,"29,016.70",182.4,410.9,461
5/31/2000,272.3,293.6,"29,314.50",182.1,407.8,461.5
6/1/2000,272.5,292.7,"29,612.60",182.6,406.2,460.5
6/2/2000,281.6,298.2,"30,450.80",186.8,416.7,469.3
6/5/2000,283.3,299.9,"30,399.80",187.5,417.7,472.3
6/6/2000,288.4,300.8,"30,378.60",189.2,425.8,473.1
6/7/2000,284.1,296.8,"29,979.60",187,420,465.9
6/8/2000,285.8,299.7,"30,338.10",189.3,422.2,469.8
6/9/2000,284.4,299.1,"30,396.70",189,419.7,468.1
6/12/2000,284.6,298.4,"30,314.20",188.2,419.8,466
6/13/2000,291.5,303.4,"31,120.50",192.6,428.5,474.5
6/14/2000,287.2,299.4,"30,600.10",191,422,468.6
6/15/2000,287.4,301.7,"30,600.90",190.8,424.6,471.3
6/16/2000,290.1,301.9,"30,881.10",191.5,427.2,471.4
6/19/2000,285.9,297.7,"30,261.10",189,418.7,464.6
6/20/2000,286.2,299.6,"30,195.50",189.8,420.9,465.9
6/21/2000,286.1,302.3,"30,175.40",190.8,421.4,468.8
6/22/2000,287.7,306.2,"30,049.40",190.3,423.9,473.7
6/23/2000,285.8,305.2,"29,804.60",190.3,422.9,473.6
6/26/2000,284.1,303.1,"29,982.90",189.4,421.2,469.5
6/27/2000,283.8,300.9,"29,945.10",189.3,420.3,465.1
6/28/2000,288,304.5,"30,385.40",190.6,427.5,472.1
6/29/2000,289.8,304.2,"30,409.30",190.6,429,473.9
6/30/2000,288.2,300.6,"30,487.70",190.3,427,468.6
7/3/2000,287.7,302.3,"30,459.30",190,425.5,469.9
7/4/2000,286.5,301.6,"30,440.60",189.1,425.3,468.5
7/5/2000,286.9,299.9,"30,677.20",189.7,427.3,465
7/6/2000,284.9,298.1,"30,605.40",188.1,423.4,461.3
7/7/2000,282.9,298,"30,505.40",186.6,419.3,460.4
7/10/2000,284.1,298.2,"30,417.20",187.7,420.7,461.5
7/11/2000,282.9,297.4,"30,242.30",186.8,418.1,461.4
7/12/2000,280,296.4,"30,352.20",184.9,414.1,460.5
7/13/2000,280.8,300.3,"30,320.80",187.2,415.8,465.8
7/14/2000,280.3,299,"30,257.20",186.6,416.3,463.3
7/17/2000,282.5,302.2,"30,628.90",189.2,418.5,467.9
7/18/2000,282.8,303.3,"30,583.70",189.1,418,469.7
7/19/2000,279.2,302.1,"30,178.70",186.8,411.6,468
7/20/2000,279.4,302.2,"30,214.50",185.8,412.2,468
7/21/2000,279.3,299.5,"30,461.80",184.4,410.9,465.5
7/24/2000,279.8,299.8,"30,460.60",184.6,410.3,466.4
7/25/2000,279.7,297.1,"30,558.60",184.2,410.2,461.5
7/26/2000,279.4,296.5,"30,532.80",184.2,409.4,460.2
7/27/2000,279.9,298,"30,548.40",184.7,411.7,461.9
7/28/2000,278.1,300,"30,488.10",184.9,410.8,464.5
7/31/2000,276.8,298.7,"30,326.30",184.8,411.2,461.9
8/1/2000,277.6,299.9,"30,375.00",185,412.6,463.7
8/2/2000,277.6,303.8,"30,284.80",185.8,411.3,469.1
8/3/2000,275.5,304.6,"29,766.40",184.2,408.5,470.9
8/4/2000,274,301.5,"29,704.40",181.9,407.5,466.9
8/7/2000,273.2,300.8,"29,784.30",181.1,407.7,465.3
8/8/2000,273.1,303.5,"29,688.70",181.5,407,468.9
8/9/2000,272,303,"29,396.40",181.2,403.7,468.2
8/10/2000,272.2,299.5,"29,541.90",181.5,403.8,463.9
8/11/2000,272.7,301.4,"29,558.00",181.4,404.7,468.9
8/14/2000,275.5,304.7,"30,131.50",182.9,408.7,473.5
8/15/2000,274.2,300.2,"29,893.30",182,407.8,468.6
8/16/2000,276.4,303.1,"30,003.30",184.3,408.3,473.4
8/17/2000,277.2,303.1,"30,087.30",185,409,473.5
8/18/2000,275.6,303.3,"29,884.70",184.5,406.3,473.8
8/21/2000,274.6,303.8,"29,792.70",184.1,404.9,474.2
8/22/2000,273.4,304.4,"29,632.50",184.2,403.2,475.2
8/23/2000,273.2,305.6,"29,210.70",184.6,406.3,473.3
8/24/2000,272.6,302,"29,153.20",184,404.9,467.1
8/25/2000,273.7,302.4,"29,225.80",185.6,405.7,467.6
8/28/2000,273.7,304.3,"29,151.90",185.9,406,469.3
8/29/2000,274,305.7,"29,082.40",187.7,407.5,472.5
8/30/2000,273.3,305.9,"29,113.30",187.8,403.9,473.9
8/31/2000,277,311.6,"29,539.30",190.4,408.5,482.7
9/1/2000,277,307.8,"29,292.80",189.7,408.2,476.9
9/4/2000,276.7,307.5,"29,243.30",189.4,407.8,477.3
9/5/2000,275,310.3,"29,106.00",189.7,405.7,481.5
9/6/2000,274.2,312.2,"29,038.00",189,406.4,483.4
9/7/2000,272.7,313.1,"28,649.90",190.1,403.8,484.9
9/8/2000,272.8,314.8,"28,941.50",191.7,403.3,487.4
9/11/2000,272.6,316.3,"28,908.00",192.3,402.7,482.8
